date,revenue,order_count,item_quantity,year,month,day,dayofweek,dayofyear,is_weekend,is_holiday_month,rev_lag_1,orders_lag_1,rev_lag_7,orders_lag_7,rev_lag_14,orders_lag_14,rev_lag_30,orders_lag_30,rev_roll_mean_7,rev_roll_std_7,rev_roll_mean_14,rev_roll_std_14,rev_roll_mean_30,rev_roll_std_30
2023-03-25,479.99,1.0,1.0,2023,3,25,5,84,1,0,1182.45,4.0,665.9100000000001,2.0,1069.1599999999999,4.0,127.71,1.0,1033.357142857143,1118.9181640423083,936.0214285714285,831.4791618172183,908.603,784.3627113301424
2023-03-26,1105.41,2.0,5.0,2023,3,26,6,85,1,0,479.99,1.0,3438.16,4.0,127.71,1.0,2505.31,2.0,1006.797142857143,1131.232874915893,893.9378571428571,839.0971870838193,920.3456666666666,774.8481396162615
2023-03-27,639.76,1.0,2.0,2023,3,27,0,86,0,0,1105.41,2.0,690.71,2.0,1499.9499999999998,3.0,1755.6299999999999,2.0,673.5471428571428,408.0312730545002,963.7735714285715,810.623222831641,873.6823333333333,716.0262086740685
2023-03-28,2464.12,7.0,13.0,2023,3,28,1,87,0,0,639.76,1.0,38.45,1.0,1294.6899999999998,3.0,987.9,3.0,666.2685714285715,408.1285097624917,902.3314285714287,799.3785007583863,836.4866666666668,697.3717866702652
2023-03-29,2404.93,4.0,8.0,2023,3,29,2,88,0,0,2464.12,7.0,836.9300000000001,2.0,575.99,3.0,955.9300000000001,3.0,1012.7928571428572,706.7499934374318,985.8621428571429,898.4873102667839,885.694,757.8808540042469
2023-03-30,1694.89,2.0,6.0,2023,3,30,3,89,0,0,2404.93,4.0,380.89,3.0,664.9399999999999,2.0,623.99,2.0,1236.792857142857,871.0969520612942,1116.5007142857144,964.8220684144051,933.994,807.0866403330795
2023-03-31,1106.81,1.0,5.0,2023,3,31,4,90,0,0,1694.89,2.0,1182.45,4.0,638.36,2.0,45.82,1.0,1424.507142857143,794.0913170980256,1190.0685714285714,967.0063630675794,969.6906666666667,816.5298564464777
2023-04-01,1025.92,1.0,2.0,2023,4,1,5,91,1,0,1106.81,1.0,479.99,1.0,665.9100000000001,2.0,890.1600000000001,3.0,1413.7014285714286,798.4368676029558,1223.5292857142856,954.4709348475111,1005.0570000000001,797.8991934520168
2023-04-02,1594.33,5.0,9.0,2023,4,2,6,92,1,0,1025.92,1.0,1105.41,2.0,3438.16,4.0,1643.92,2.0,1491.6914285714286,714.2582298074135,1249.2442857142855,943.0737166693428,1009.5823333333333,797.6100107743576
2023-04-03,431.6,1.0,4.0,2023,4,3,0,93,0,0,1594.33,5.0,639.76,1.0,690.71,2.0,354.34000000000003,1.0,1561.537142857143,693.8012780740202,1117.5421428571428,715.0546100627408,1007.9293333333334,796.3003621357151
2023-04-04,2062.37,5.0,13.0,2023,4,4,1,94,0,0,431.6,1.0,2464.12,7.0,38.45,1.0,1674.4899999999998,6.0,1531.8,742.6367486642898,1099.0342857142857,730.146224245678,1010.5046666666666,794.2359427287955
2023-04-05,2746.54,3.0,10.0,2023,4,5,2,95,0,0,2062.37,5.0,2404.93,4.0,836.9300000000001,2.0,587.65,2.0,1474.4071428571426,670.6069893440895,1243.6000000000001,703.893722583394,1023.434,808.4476477563395
2023-04-06,707.96,2.0,6.0,2023,4,6,3,96,0,0,2746.54,3.0,1694.89,2.0,380.89,3.0,1681.23,5.0,1523.2085714285715,756.5338246993895,1380.0007142857141,797.7872683333794,1095.3970000000002,862.5916596419147
2023-04-07,727.3100000000001,3.0,8.0,2023,4,7,4,97,0,0,707.96,2.0,1106.81,1.0,1182.45,4.0,0.0,0.0,1382.2185714285713,809.3278102933857,1403.3628571428574,770.604871208112,1062.9546666666668,858.089271590579
2023-04-08,559.48,2.0,3.0,2023,4,8,5,98,1,0,727.3100000000001,3.0,1025.92,1.0,479.99,1.0,0.0,0.0,1328.0042857142857,842.8671367591526,1370.8528571428571,789.9981816768617,1087.1983333333333,837.0381032034131
2023-04-09,1405.13,4.0,8.0,2023,4,9,6,99,1,0,559.48,2.0,1594.33,5.0,1105.41,2.0,319.71000000000004,2.0,1261.3700000000001,887.9605684938947,1376.5307142857143,783.3606400970738,1105.8476666666668,817.9959382442084
2023-04-10,923.37,4.0,7.0,2023,4,10,0,100,0,0,1405.13,4.0,431.6,1.0,639.76,1.0,1069.1599999999999,4.0,1234.3414285714284,878.9704770815417,1397.9392857142855,779.4670517679107,1142.0283333333332,805.9410768103521
2023-04-11,1211.27,4.0,7.0,2023,4,11,1,101,0,0,923.37,4.0,2062.37,5.0,2464.12,7.0,127.71,1.0,1304.5942857142857,821.9180593963764,1418.1971428571428,761.7303353391046,1137.1686666666667,806.8346568502823
2023-04-12,2675.86,7.0,12.0,2023,4,12,2,102,0,0,1211.27,4.0,2746.54,3.0,2404.93,4.0,1499.9499999999998,3.0,1183.0085714285717,751.0325742919674,1328.7078571428572,700.5370421675799,1173.2873333333332,784.0177295406163
2023-04-13,493.34999999999997,3.0,6.0,2023,4,13,3,103,0,0,2675.86,7.0,707.96,2.0,1694.89,2.0,1294.6899999999998,3.0,1172.9114285714284,726.5857094986246,1348.06,735.4276430444037,1212.4843333333333,829.0159139801231
2023-04-14,1091.39,1.0,3.0,2023,4,14,4,104,0,0,493.34999999999997,3.0,727.3100000000001,3.0,1106.81,1.0,575.99,3.0,1142.2528571428572,753.503486802689,1262.2357142857145,761.4872320230106,1185.7730000000001,839.1240453536592
2023-04-15,508.14,2.0,4.0,2023,4,15,5,105,1,0,1091.39,1.0,559.48,2.0,1025.92,1.0,664.9399999999999,2.0,1194.2642857142857,732.3567166314779,1261.1342857142859,761.7404454144603,1202.9530000000002,831.450000836304
2023-04-16,432.62,3.0,3.0,2023,4,16,6,106,1,0,508.14,2.0,1405.13,4.0,1594.33,5.0,638.36,2.0,1186.93,739.9906605491725,1224.15,786.2156432997446,1197.7263333333333,835.4319879517354
2023-04-17,1368.72,7.0,11.0,2023,4,17,0,107,0,0,432.62,3.0,923.37,4.0,431.6,1.0,665.9100000000001,2.0,1048.0,782.2807028170902,1141.1707142857142,805.2158876061109,1190.868333333333,841.0079672798356
2023-04-18,2053.18,4.0,11.0,2023,4,18,1,108,0,0,1368.72,7.0,1211.27,4.0,2062.37,5.0,3438.16,4.0,1111.6214285714284,788.5401560569292,1208.107857142857,780.2565690964301,1214.2953333333332,835.6521893118029
2023-04-19,218.38,4.0,4.0,2023,4,19,2,109,0,0,2053.18,4.0,2675.86,7.0,2746.54,3.0,690.71,2.0,1231.8942857142858,866.6138366050006,1207.4514285714286,779.4860813071961,1168.1293333333333,741.5114411930742
2023-04-20,1033.53,4.0,6.0,2023,4,20,3,110,0,0,218.38,4.0,493.34999999999997,3.0,707.96,2.0,38.45,1.0,880.8257142857143,656.4484596640001,1026.8685714285714,682.2872994213276,1152.385,756.8536359335682
2023-04-21,1723.7900000000002,7.0,14.0,2023,4,21,4,111,0,0,1033.53,4.0,1091.39,1.0,727.3100000000001,3.0,836.9300000000001,2.0,957.9942857142858,634.6972679909993,1050.1235714285715,676.1018376706636,1185.5543333333335,727.5908415173222
2023-04-22,768.5699999999999,2.0,6.0,2023,4,22,5,112,1,0,1723.7900000000002,7.0,508.14,2.0,559.48,2.0,380.89,3.0,1048.337142857143,698.6367163439164,1121.3007142857143,691.7741566487889,1215.1163333333336,730.9466205072157
2023-04-23,1377.23,3.0,5.0,2023,4,23,6,113,1,0,768.5699999999999,2.0,432.62,3.0,1405.13,4.0,1182.45,4.0,1085.5414285714287,671.4818386084264,1136.2357142857143,680.8830788673723,1228.0390000000002,719.0191137469493
2023-04-24,3144.0400000000004,8.0,13.0,2023,4,24,0,114,0,0,1377.23,3.0,1368.72,7.0,923.37,4.0,479.99,1.0,1220.4857142857143,610.550744078851,1134.2428571428572,680.075871349079,1234.5316666666665,719.4725330363059
2023-04-25,3483.68,13.0,27.0,2023,4,25,1,115,0,0,3144.0400000000004,8.0,2053.18,4.0,1211.27,4.0,1105.41,2.0,1474.1028571428574,954.3295523684732,1292.8621428571428,861.8012257268415,1323.3333333333333,784.5907766267815
2023-04-26,2471.86,5.0,13.0,2023,4,26,2,116,0,0,3483.68,13.0,218.38,4.0,2675.86,7.0,639.76,1.0,1678.4600000000003,1216.2241042121586,1455.1771428571428,1040.6838343824968,1402.609,876.5718122217505
2023-04-27,210.42,1.0,3.0,2023,4,27,3,117,0,0,2471.86,5.0,1033.53,4.0,493.34999999999997,3.0,2464.12,7.0,2000.3857142857144,1052.5685428964896,1440.6057142857142,1023.5647280927598,1463.679,885.3683993540922
2023-04-28,616.0,2.0,2.0,2023,4,28,4,118,0,0,210.42,1.0,1723.7900000000002,7.0,1091.39,1.0,2404.93,4.0,1882.7985714285714,1212.4206749230868,1420.3964285714285,1046.2477818714265,1388.5556666666666,893.1329851347709
2023-04-29,2620.75,5.0,12.0,2023,4,29,5,119,1,0,616.0,2.0,768.5699999999999,2.0,508.14,2.0,1694.89,2.0,1724.542857142857,1305.3712214630023,1386.44,1065.2884517855684,1328.9246666666666,882.5913869405304
2023-04-30,429.48,2.0,4.0,2023,4,30,6,120,1,0,2620.75,5.0,1377.23,3.0,432.62,3.0,1106.81,1.0,1989.1399999999999,1266.4376388252738,1537.3407142857143,1080.819818460216,1359.7866666666666,911.5422192743132
2023-05-01,1338.45,4.0,8.0,2023,5,1,0,121,0,0,429.48,2.0,3144.0400000000004,8.0,1368.72,7.0,1025.92,1.0,1853.7471428571428,1387.6222255680675,1537.1164285714283,1081.0669957579105,1337.209,926.2930957403314
2023-05-02,2207.55,4.0,8.0,2023,5,2,1,122,0,0,1338.45,4.0,3483.68,13.0,2053.18,4.0,1594.33,5.0,1595.8057142857142,1270.6895548986668,1534.9542857142858,1081.4598959719244,1347.6266666666666,924.4269975926497
2023-05-03,1201.49,3.0,7.0,2023,5,3,2,123,0,0,2207.55,4.0,2471.86,5.0,218.38,4.0,431.6,1.0,1413.5014285714285,1021.8797592252653,1545.9807142857146,1087.9177903009481,1368.0673333333334,936.7674410804987
2023-05-04,1137.8000000000002,3.0,5.0,2023,5,4,3,124,0,0,1201.49,3.0,210.42,1.0,1033.53,4.0,2062.37,5.0,1232.02,909.1852462140669,1616.202857142857,1025.5752848893276,1393.7303333333332,920.6347730646214
2023-05-05,1479.55,7.0,13.0,2023,5,5,4,125,0,0,1137.8000000000002,3.0,616.0,2.0,1723.7900000000002,7.0,2746.54,3.0,1364.5028571428572,796.0376632570909,1623.6507142857142,1021.388409955664,1362.9113333333335,912.9227444888518
2023-05-06,815.9,6.0,7.0,2023,5,6,5,126,1,0,1479.55,7.0,2620.75,5.0,768.5699999999999,2.0,707.96,2.0,1487.8671428571429,724.3967440731701,1606.2050000000002,1021.6322494288628,1320.6783333333333,875.2354892456415
2023-05-07,852.28,4.0,4.0,2023,5,7,6,127,1,0,815.9,6.0,429.48,2.0,1377.23,3.0,727.3100000000001,3.0,1230.0314285714285,555.4675719736354,1609.5857142857144,1018.7213509154454,1324.2763333333335,872.8484232493352
2023-05-08,1251.56,4.0,8.0,2023,5,8,0,128,0,0,852.28,4.0,1338.45,4.0,3144.0400000000004,8.0,559.48,2.0,1290.4314285714286,470.37959371230437,1572.0892857142858,1037.4210070870965,1328.4419999999998,870.195338381383
2023-05-09,2028.88,9.0,17.0,2023,5,9,1,129,0,0,1251.56,4.0,2207.55,4.0,3483.68,13.0,1405.13,4.0,1278.0185714285715,470.047590619949,1436.912142857143,935.0870149899142,1351.5113333333334,858.1977977443972
2023-05-10,1270.86,7.0,10.0,2023,5,10,2,130,0,0,2028.88,9.0,1201.49,3.0,2471.86,5.0,923.37,4.0,1252.4942857142855,412.4868096419224,1332.9978571428571,753.3021261718673,1372.303,867.0517800357158
2023-05-11,1882.46,3.0,6.0,2023,5,11,3,131,0,0,1270.86,7.0,1137.8000000000002,3.0,210.42,1.0,1211.27,4.0,1262.4042857142856,411.8900772397552,1247.212142857143,678.2816922667797,1383.886,863.1599874822423
2023-05-12,2781.0,11.0,16.0,2023,5,12,4,132,0,0,1882.46,3.0,1479.55,7.0,616.0,2.0,2675.86,7.0,1368.7842857142857,466.84161203621477,1366.6435714285715,626.9441435996966,1406.2589999999998,867.220549680772
2023-05-13,1640.21,5.0,10.0,2023,5,13,5,133,1,0,2781.0,11.0,815.9,6.0,2620.75,5.0,493.34999999999997,3.0,1554.705714285714,712.7135096904216,1521.2864285714288,691.2587748516049,1409.7636666666667,872.723256864568
2023-05-14,2145.4,2.0,6.0,2023,5,14,6,134,1,0,1640.21,5.0,852.28,4.0,429.48,2.0,1091.39,1.0,1672.4642857142858,634.0571494709596,1451.2478571428571,616.9746329179885,1447.9923333333331,856.1578001613524
2023-05-15,2091.99,9.0,15.0,2023,5,15,0,135,0,0,2145.4,2.0,1251.56,4.0,1338.45,4.0,508.14,2.0,1857.195714285714,536.0747514994893,1573.8135714285713,566.7773102728364,1483.126,862.6215092403722
2023-05-16,1462.4,5.0,11.0,2023,5,16,1,136,0,0,2091.99,9.0,2028.88,9.0,2207.55,4.0,432.62,3.0,1977.2571428571428,467.5623571501567,1627.6378571428572,578.368181965814,1535.9209999999998,849.2564392266511
2023-05-17,1304.04,3.0,6.0,2023,5,17,2,137,0,0,1462.4,5.0,1270.86,7.0,1201.49,3.0,1368.72,7.0,1896.3314285714284,504.6876107200243,1574.412857142857,554.6982303701944,1570.247,823.5466299640669
2023-05-18,431.65,4.0,6.0,2023,5,18,3,138,0,0,1304.04,3.0,1882.46,3.0,1137.8000000000002,3.0,2053.18,4.0,1901.0714285714287,497.9449202615554,1581.7378571428574,550.0524795826814,1568.0910000000001,824.17683248761
2023-05-19,1127.37,7.0,11.0,2023,5,19,4,139,0,0,431.65,4.0,2781.0,11.0,1479.55,7.0,218.38,4.0,1693.812857142857,746.7546454651691,1531.2985714285714,621.6141550197198,1514.0400000000002,844.1951395509092
2023-05-20,1224.86,2.0,9.0,2023,5,20,5,140,1,0,1127.37,7.0,1640.21,5.0,815.9,6.0,1033.53,4.0,1457.58,590.7756046644677,1506.1428571428569,630.9257598095119,1544.3396666666665,811.77825949125
2023-05-21,814.62,3.0,5.0,2023,5,21,6,141,1,0,1224.86,2.0,2145.4,2.0,852.28,4.0,1723.7900000000002,7.0,1398.2442857142855,590.233666013079,1535.3542857142857,605.4631809387988,1550.7173333333333,808.3711770737981
2023-05-22,1917.06,5.0,9.0,2023,5,22,0,142,0,0,814.62,3.0,2091.99,9.0,1251.56,4.0,768.5699999999999,2.0,1208.1328571428571,519.5565162621645,1532.6642857142856,608.8058772676275,1520.4116666666666,818.6361022860472
2023-05-23,3394.04,10.0,13.0,2023,5,23,1,143,0,0,1917.06,5.0,1462.4,5.0,2028.88,9.0,1377.23,3.0,1183.142857142857,471.98809761526485,1580.2,611.1455308491785,1558.6946666666665,809.0625340680676
2023-05-24,463.24,5.0,7.0,2023,5,24,2,144,0,0,3394.04,10.0,1304.04,3.0,1270.86,7.0,3144.0400000000004,8.0,1459.0914285714284,967.2714985709131,1677.7114285714285,775.1460547124426,1625.9216666666666,874.6006442039437
2023-05-25,1259.28,6.0,8.0,2023,5,25,3,145,0,0,463.24,5.0,431.65,4.0,1882.46,3.0,3483.68,13.0,1338.9771428571426,1039.2603092699203,1620.0242857142855,835.4589597867231,1536.5616666666667,850.7694572930103
2023-05-26,2966.0,6.0,15.0,2023,5,26,4,146,0,0,1259.28,6.0,1127.37,7.0,2781.0,11.0,2471.86,5.0,1457.2099999999998,963.1223506041867,1575.5114285714285,837.0008808271923,1462.415,768.1400484679499
2023-05-27,2725.3900000000003,6.0,9.0,2023,5,27,5,147,1,0,2966.0,6.0,1224.86,2.0,1640.21,5.0,210.42,1.0,1719.8714285714286,1099.2682133648213,1588.7257142857143,858.6764097745424,1478.8863333333331,795.34820800436
2023-05-28,1126.94,9.0,13.0,2023,5,28,6,148,1,0,2725.3900000000003,6.0,814.62,3.0,2145.4,2.0,616.0,2.0,1934.2328571428573,1132.4544993172178,1666.2385714285715,911.0630714285815,1562.7186666666669,789.5593082514043
2023-05-29,3260.61,6.0,13.0,2023,5,29,0,149,0,0,1126.94,9.0,1917.06,5.0,2091.99,9.0,2620.75,5.0,1978.8500000000001,1086.1992711131172,1593.4914285714283,910.5207377764003,1579.75,773.7868805582951
