product_id,category_id,product_name,price,cost,stock_quantity,base_profit_margin_pct,category_name,department
PRD_0089,CAT_06,Hydrating Face Serum - Mod 938,76.77,33.18,168,56.78,Beauty & Personal Care,Lifestyle
PRD_0090,CAT_04,Leather Oxford Dress Shoes - Mod 250,24.39,10.63,253,56.42,Footwear,Lifestyle
PRD_0091,CAT_10,Digital Tire Inflaters - Mod 566,94.59,53.96,109,42.95,Automotive & Tools,Industrial
PRD_0092,CAT_07,The Art of Clean Architecture - Mod 509,29.34,17.01,12,42.02,Books & Media,Entertainment
PRD_0093,CAT_02,Wireless Router Wi-Fi 6E - Mod 535,236.0,149.02,366,36.86,Computers & Accessories,Technology
PRD_0094,CAT_09,Wooden Building Blocks - Mod 151,120.32,80.75,72,32.89,Toys & Games,Entertainment
PRD_0095,CAT_08,Adjustable Dumbbell Set - Mod 920,178.68,95.75,296,46.41,Sports & Fitness,Outdoors
PRD_0096,CAT_10,Car Dash Cam 4K - Mod 873,180.45,101.85,378,43.56,Automotive & Tools,Industrial
PRD_0097,CAT_09,Wooden Building Blocks - Mod 950,183.22,92.72,91,49.39,Toys & Games,Entertainment
PRD_0098,CAT_08,Insulated Hydro Water Bottle - Mod 365,270.56,174.23,151,35.6,Sports & Fitness,Outdoors
PRD_0099,CAT_09,Wooden Building Blocks - Mod 741,63.05,31.77,375,49.61,Toys & Games,Entertainment
PRD_0100,CAT_05,Air Fryer XL 5.8Qt - Mod 378,137.46,91.08,51,33.74,Home & Kitchen,Home
PRD_0101,CAT_03,Slim Fit Denim Jeans - Mod 336,88.94,35.89,119,59.65,Apparel & Fashion,Lifestyle
PRD_0102,CAT_02,"UltraWide Monitor 34"" - Mod 517",331.24,169.95,41,48.69,Computers & Accessories,Technology
PRD_0103,CAT_04,Lightweight Sandals - Mod 498,182.86,101.38,366,44.56,Footwear,Lifestyle
PRD_0104,CAT_01,Action Camera - Mod 883,539.33,278.8,492,48.31,Electronics,Technology
PRD_0105,CAT_06,Argan Oil Hair Mask - Mod 871,39.12,25.9,437,33.79,Beauty & Personal Care,Lifestyle
PRD_0106,CAT_07,SaaS Business Secrets - Mod 865,62.21,39.19,469,37.0,Books & Media,Entertainment
PRD_0107,CAT_04,Lightweight Sandals - Mod 324,69.12,35.94,209,48.0,Footwear,Lifestyle
PRD_0108,CAT_06,Organic Body Wash - Mod 841,24.05,12.35,75,48.65,Beauty & Personal Care,Lifestyle
PRD_0109,CAT_10,Microfiber Towel Set - Mod 127,183.24,102.09,349,44.29,Automotive & Tools,Industrial
PRD_0110,CAT_01,Pro Wireless Earbuds - Mod 758,414.31,270.71,103,34.66,Electronics,Technology
PRD_0111,CAT_01,Noise Cancelling Headphones - Mod 488,328.24,167.12,182,49.09,Electronics,Technology
PRD_0112,CAT_07,Deep Learning Fundamentals - Mod 870,76.72,38.17,437,50.25,Books & Media,Entertainment
PRD_0113,CAT_02,"UltraWide Monitor 34"" - Mod 119",686.66,252.85,497,63.18,Computers & Accessories,Technology
PRD_0114,CAT_06,Electric Toothbrush Pro - Mod 765,17.59,12.05,30,31.5,Beauty & Personal Care,Lifestyle
PRD_0115,CAT_01,Smart 4K TV - Mod 304,763.33,433.16,132,43.25,Electronics,Technology
PRD_0116,CAT_03,Designer Sunglasses - Mod 785,40.58,27.66,248,31.84,Apparel & Fashion,Lifestyle
PRD_0117,CAT_05,Robot Vacuum Cleaner - Mod 271,223.88,153.87,377,31.27,Home & Kitchen,Home
PRD_0118,CAT_02,Wireless Router Wi-Fi 6E - Mod 938,189.19,86.81,306,54.11,Computers & Accessories,Technology
PRD_0119,CAT_01,Noise Cancelling Headphones - Mod 689,625.74,428.86,213,31.46,Electronics,Technology
PRD_0120,CAT_04,Trail Running Shoes - Mod 706,144.3,82.18,62,43.05,Footwear,Lifestyle
PRD_0121,CAT_05,Stainless Steel Knife Set - Mod 714,287.76,180.91,299,37.13,Home & Kitchen,Home
PRD_0122,CAT_01,Noise Cancelling Headphones - Mod 645,414.11,198.65,269,52.03,Electronics,Technology
PRD_0123,CAT_06,Hydrating Face Serum - Mod 969,41.13,21.45,231,47.85,Beauty & Personal Care,Lifestyle
PRD_0124,CAT_06,Organic Body Wash - Mod 824,23.24,9.57,277,58.82,Beauty & Personal Care,Lifestyle
PRD_0125,CAT_05,Cast Iron Skillet Set - Mod 927,324.27,201.41,248,37.89,Home & Kitchen,Home
PRD_0126,CAT_07,SaaS Business Secrets - Mod 374,34.58,15.07,488,56.42,Books & Media,Entertainment
PRD_0127,CAT_02,USB-C Hub Hub Pro - Mod 561,257.27,131.89,322,48.73,Computers & Accessories,Technology
PRD_0128,CAT_07,Deep Learning Fundamentals - Mod 129,46.11,21.38,259,53.63,Books & Media,Entertainment
PRD_0129,CAT_04,Air Cushion Sneakers - Mod 916,66.49,29.78,315,55.21,Footwear,Lifestyle
PRD_0130,CAT_05,Cast Iron Skillet Set - Mod 110,195.31,81.42,133,58.31,Home & Kitchen,Home
PRD_0131,CAT_07,The Art of Clean Architecture - Mod 668,63.79,37.75,340,40.82,Books & Media,Entertainment
PRD_0132,CAT_08,Insulated Hydro Water Bottle - Mod 911,35.51,16.09,217,54.69,Sports & Fitness,Outdoors
PRD_0133,CAT_04,Air Cushion Sneakers - Mod 779,124.67,64.28,281,48.44,Footwear,Lifestyle
PRD_0134,CAT_06,Organic Body Wash - Mod 863,49.87,23.6,242,52.68,Beauty & Personal Care,Lifestyle
PRD_0135,CAT_05,Robot Vacuum Cleaner - Mod 357,103.76,62.51,171,39.76,Home & Kitchen,Home
PRD_0136,CAT_02,Laptop Stand Aluminum - Mod 648,858.24,507.7,108,40.84,Computers & Accessories,Technology
PRD_0137,CAT_04,Lightweight Sandals - Mod 383,150.42,104.06,278,30.82,Footwear,Lifestyle
PRD_0138,CAT_10,Car Dash Cam 4K - Mod 202,169.86,77.06,194,54.63,Automotive & Tools,Industrial
PRD_0139,CAT_03,Winter Fleece Jacket - Mod 114,147.43,58.13,33,60.57,Apparel & Fashion,Lifestyle
PRD_0140,CAT_01,Smartwatch Ultra - Mod 399,642.79,253.39,454,60.58,Electronics,Technology
PRD_0141,CAT_08,Non-Slip Yoga Mat - Mod 993,33.91,15.24,255,55.06,Sports & Fitness,Outdoors
PRD_0142,CAT_08,Resistance Bands Pack - Mod 288,338.95,148.58,451,56.16,Sports & Fitness,Outdoors
PRD_0143,CAT_08,Non-Slip Yoga Mat - Mod 941,50.9,26.58,305,47.78,Sports & Fitness,Outdoors
PRD_0144,CAT_01,Smart 4K TV - Mod 252,739.46,504.46,53,31.78,Electronics,Technology
PRD_0145,CAT_04,Trail Running Shoes - Mod 671,157.59,88.6,414,43.78,Footwear,Lifestyle
PRD_0146,CAT_10,OBD2 Scanner Diagnostic - Mod 894,114.05,57.9,236,49.23,Automotive & Tools,Industrial
PRD_0147,CAT_05,Cast Iron Skillet Set - Mod 539,127.71,72.46,322,43.26,Home & Kitchen,Home
PRD_0148,CAT_02,Wireless Router Wi-Fi 6E - Mod 312,581.68,257.47,51,55.74,Computers & Accessories,Technology
PRD_0149,CAT_03,Slim Fit Denim Jeans - Mod 277,119.35,48.31,219,59.52,Apparel & Fashion,Lifestyle
PRD_0150,CAT_08,GPS Cycling Computer - Mod 581,123.19,53.1,371,56.9,Sports & Fitness,Outdoors
